id_respuesta,fecha,edad,area,satisfaccion,comentario
R04155,2025-01-24,26.0,Ventas,9,Todo correcto
R04156,2025-01-02,46.0,Soporte,9,Todo correcto
R04157,2025-01-22,43.0,Atención,5,Regular
R04158,2025-01-03,,Atención,NS/NC,
R04159,2025-01-12,62.0,Soporte,8,Todo correcto
R04160,2025-01-28,60.0,Ventas,10,Rápido
R04161,2025-01-30,46.0,Soporte,4,
R04162,2025-01-26,55.0,Atención,4,No resolvieron
R04163,2025-01-16,50.0,Soporte,3,Regular
R04164,2025-01-21,24.0,Atención,5,
R04165,2025-01-28,29.0,Atención,8,Amables
R04166,2025-01-24,48.0,Postventa,8,Todo correcto
R04167,2025-01-26,49.0,Atención,9,Excelente
R04168,2025-01-30,37.0,Atención,1,Mal servicio
R04169,2025-01-01,34.0,Ventas,4,No resolvieron
R04170,2025-01-21,53.0,Atención,6,Regular
R04171,2025-01-03,20.0,Soporte,5,
R04172,2025-01-20,18.0,Ventas,4,
R04173,2025-01-02,44.0,Atención,3,
R04174,2025-01-09,64.0,Ventas,2,Poco claro
R04175,2025-01-19,57.0,Ventas,9,Excelente
R04176,2025-01-15,50.0,Soporte,10,Amables
R04177,2025-01-18,37.0,Atención,3,
R04178,2025-01-26,31.0,Postventa,4,
R04179,2025-01-11,53.0,Soporte,1,
R04180,2025-01-25,22.0,Soporte,1,
R04181,2025-01-23,40.0,Ventas,10,Amables
R04182,2025-01-16,62.0,Soporte,9,Todo correcto
R04183,2025-01-22,32.0,Soporte,4,
R04184,2025-01-17,23.0,Ventas,10,Rápido
R04185,2025-01-05,50.0,Soporte,4,
R04186,2025-01-12,36.0,Ventas,6,
R04187,2025-01-11,30.0,Atención,2,Mal servicio
R04188,2025-01-30,46.0,Ventas,6,
R04189,2025-01-15,23.0,Soporte,7,Regular
R04190,2025-01-27,32.0,Atención,1,Mal servicio
R04191,2025-01-03,33.0,Atención,8,Todo correcto
R04192,2025-01-01,41.0,Soporte,6,No resolvieron
R04193,2025-01-20,40.0,Ventas,9,Muy bien
R04194,2025-01-29,65.0,Soporte,4,Demora
R04195,2025-01-16,27.0,Ventas,2,Demora
R04196,2025-01-02,58.0,Soporte,9,Muy bien
R04197,2025-01-02,58.0,Ventas,8,Todo correcto
R04198,2025-01-03,34.0,Atención,2,
R04199,2025-01-08,61.0,Soporte,8,Amables
R04200,2025-01-24,62.0,Atención,8,Excelente
R04201,2025-01-28,47.0,Postventa,5,Poco claro
R04202,2025-01-15,61.0,Soporte,7,
R04203,2025-01-07,63.0,Atención,7,Mal servicio
R04204,2025-01-06,,Soporte,4,
R04205,2025-01-09,36.0,Soporte,6,Demora
R04206,2025-01-20,46.0,Ventas,10,Rápido
R04207,2025-01-28,19.0,Soporte,6,Poco claro
R04208,2025-01-01,53.0,Soporte,6,Demora
R04209,2025-01-08,,Postventa,9,Excelente
R04210,2025-01-23,24.0,Postventa,2,
R04211,2025-01-23,43.0,Atención,10,Rápido
R04212,2025-01-31,32.0,Ventas,8,Amables
R04213,2025-01-03,64.0,Soporte,8,Todo correcto
R04214,2025-01-04,55.0,Ventas,1,
R04215,2025-01-26,20.0,Soporte,2,Mal servicio
R04216,2025-01-25,55.0,Atención,4,No resolvieron
R04217,2025-01-15,33.0,Postventa,5,
R04218,2025-01-06,19.0,Soporte,5,Regular
R04219,2025-01-15,48.0,Soporte,6,
R04220,2025-01-31,45.0,Ventas,7,
R04221,2025-01-21,24.0,Atención,1,Regular
R04222,2025-01-03,47.0,Atención,7,
R04223,2025-01-25,60.0,Atención,6,
R04224,2025-01-21,24.0,Ventas,5,Regular
R04225,2025-01-21,,Ventas,6,
R04226,2025-01-14,46.0,Atención,8,Excelente
R04227,2025-01-20,41.0,Atención,6,
R04228,2025-01-14,56.0,Soporte,5,No resolvieron
R04229,2025-01-04,21.0,Ventas,6,
R04230,2025-01-12,,Soporte,9,Excelente
R04231,2025-01-17,61.0,Soporte,1,No resolvieron
R04232,2025-01-07,22.0,Atención,3,
R04233,2025-01-09,46.0,Soporte,3,
R04234,2025-01-03,47.0,Atención,12,Rápido
R04235,2025-01-28,46.0,Atención,3,Mal servicio
R04236,2025-01-13,43.0,Atención,6,Demora
R04237,2025-01-15,36.0,Soporte,9,Rápido
R04238,2025-01-18,43.0,Atención,10,Amables
R04239,2025-01-19,54.0,Soporte,5,
R04240,2025-01-01,44.0,Soporte,10,Muy bien
R04241,2025-01-06,,Ventas,9,Todo correcto
R04242,2025-01-27,47.0,Soporte,9,Todo correcto
R04243,2025-01-27,20.0,Atención,6,Poco claro
R04244,2025-01-23,60.0,Postventa,8,Excelente
R04245,2025-01-27,24.0,Atención,9,Rápido
R04246,2025-01-27,26.0,Soporte,9,Rápido
R04247,2025-01-02,58.0,Postventa,8,Excelente
R04248,2025-01-24,59.0,Soporte,4,Demora
R04249,2025-01-14,30.0,Ventas,8,Amables
R04250,2025-01-06,32.0,Atención,2,
R04251,2025-01-14,22.0,Atención,3,No resolvieron
R04252,2025-01-04,46.0,Soporte,9,Muy bien
R04253,2025-01-21,52.0,Soporte,10,Todo correcto
R04254,2025-01-08,44.0,Atención,4,Demora
R04255,2025-01-30,44.0,Atención,2,Demora
R04256,2025-01-03,25.0,Soporte,3,
R04257,2025-01-19,49.0,Soporte,7,
R04258,2025-01-30,37.0,Postventa,9,Amables
R04259,2025-01-31,27.0,Ventas,7,
R04260,2025-01-14,30.0,Ventas,8,Amables
R04261,2025-01-27,46.0,Atención,3,
R04262,2025-01-20,52.0,Atención,7,No resolvieron
R04263,2025-01-17,25.0,Atención,1,
R04264,2025-01-25,46.0,Soporte,6,
R04265,2025-01-08,48.0,Ventas,3,
R04266,2025-01-24,58.0,Postventa,2,
R04267,2025-01-14,47.0,Ventas,4,Demora
R04268,2025-01-26,39.0,Atención,9,Todo correcto
R04269,2025-01-06,38.0,Ventas,6,
R04270,2025-01-23,29.0,Soporte,9,Muy bien
R04271,2025-01-22,28.0,Atención,8,Muy bien
R04272,2025-01-16,19.0,Soporte,NS/NC,
R04273,2025-01-25,58.0,Soporte,8,Excelente
R04274,2025-01-19,19.0,Ventas,2,Poco claro
R04275,2025-01-14,51.0,Atención,8,Excelente
R04276,2025-01-19,20.0,Atención,1,Demora
R04277,2025-01-03,33.0,Atención,3,
R04278,2025-01-10,21.0,Atención,NS/NC,
R04279,2025-01-19,40.0,Postventa,4,
R04280,2025-01-09,37.0,Postventa,7,Regular
R04281,2025-01-28,42.0,Postventa,1,
R04282,2025-01-20,47.0,Atención,7,No resolvieron
R04283,2025-01-13,35.0,Atención,3,No resolvieron
R04284,2025-01-07,59.0,Postventa,2,
R04285,2025-01-14,28.0,Postventa,12,Muy bien
R04286,2025-01-31,46.0,Atención,2,Mal servicio
R04287,2025-01-09,34.0,Ventas,3,Poco claro
R04288,2025-01-27,43.0,Atención,3,Regular
R04289,2025-01-28,40.0,Postventa,4,
R04290,2025-01-23,65.0,Atención,NS/NC,
R04291,2025-01-25,37.0,Ventas,7,Mal servicio
R04292,2025-01-28,62.0,Atención,9,Rápido
R04293,2025-01-19,19.0,Soporte,10,Excelente
R04294,2025-01-15,41.0,Atención,8,Excelente
R04295,2025-01-20,48.0,Soporte,6,
R04296,2025-01-14,44.0,Soporte,6,
R04297,2025-01-24,19.0,Ventas,5,Poco claro
R04298,2025-01-06,31.0,Atención,2,No resolvieron
R04299,2025-01-21,21.0,Ventas,6,No resolvieron
R04300,2025-01-29,30.0,Atención,6,
R04301,2025-01-04,53.0,Atención,5,No resolvieron
R04302,2025-01-08,52.0,Soporte,6,
R04303,2025-01-17,61.0,Atención,5,Regular
R04304,2025-01-30,25.0,Postventa,4,Demora
R04305,2025-01-09,19.0,Ventas,3,Demora
R04306,2025-01-01,23.0,Ventas,NS/NC,
R04307,2025-01-24,,Atención,4,Demora
R04308,2025-01-20,27.0,Atención,9,Excelente
R04309,2025-01-25,61.0,Postventa,7,Mal servicio
R04310,2025-01-14,38.0,Atención,7,
R04311,2025-01-11,59.0,Ventas,7,
R04312,2025-01-21,27.0,Atención,4,
R04313,2025-01-03,40.0,Soporte,7,
R04314,2025-01-09,20.0,Ventas,2,No resolvieron
R04315,2025-01-27,49.0,Postventa,8,Rápido
R04316,2025-01-14,37.0,Atención,10,Rápido
R04317,2025-01-30,27.0,Atención,8,Muy bien
R04318,2025-01-09,46.0,Ventas,9,Todo correcto
R04319,2025-01-04,58.0,Atención,5,Regular
R04320,2025-01-27,63.0,Atención,10,Todo correcto
R04321,2025-01-04,51.0,Atención,8,Muy bien
R04322,2025-01-28,54.0,Soporte,2,Regular
R04323,2025-01-08,37.0,Ventas,10,Excelente
R04324,2025-01-02,25.0,Postventa,10,Amables
R04325,2025-01-09,24.0,Atención,8,Rápido
R04326,2025-01-29,23.0,Atención,10,Amables
R04327,2025-01-14,28.0,Soporte,9,Amables
R04328,2025-01-22,61.0,Atención,6,Mal servicio
R04329,2025-01-09,,Atención,6,Poco claro
R04330,2025-01-24,59.0,Soporte,4,No resolvieron
R04331,2025-01-31,46.0,Atención,8,Amables
R04332,2025-01-31,42.0,Soporte,7,No resolvieron
R04333,2025-01-23,38.0,Postventa,9,Rápido
R04334,2025-01-16,63.0,Ventas,1,Demora
R04335,2025-01-29,20.0,Soporte,10,Excelente
R04336,2025-01-30,35.0,Soporte,8,Amables
R04337,2025-01-17,41.0,Soporte,8,Excelente
R04338,2025-01-16,64.0,Ventas,9,Rápido
R04339,2025-01-30,55.0,Postventa,7,Mal servicio
R04340,2025-01-12,27.0,Ventas,9,Rápido
R04341,2025-01-03,44.0,Soporte,10,Rápido
R04342,2025-01-11,29.0,Atención,8,Todo correcto
R04343,2025-01-14,24.0,Postventa,9,Todo correcto
R04344,2025-01-18,34.0,Ventas,9,Muy bien
R04345,2025-01-21,18.0,Ventas,1,
R04346,2025-01-31,43.0,Soporte,3,Demora
R04347,2025-01-21,32.0,Soporte,6,Demora
R04348,2025-01-05,50.0,Atención,7,
R04349,2025-01-16,,Postventa,4,
R04350,2025-01-20,64.0,Postventa,10,Amables
R04351,2025-01-05,48.0,Atención,2,
R04352,2025-01-03,52.0,Ventas,4,Mal servicio
R04353,2025-01-12,18.0,Atención,6,
R04354,2025-01-01,25.0,Soporte,4,
R04355,2025-01-21,29.0,Atención,10,Amables
R04356,2025-01-29,36.0,Soporte,2,Mal servicio
R04357,2025-01-09,42.0,Atención,9,Todo correcto
R04358,2025-01-29,49.0,Atención,1,Regular
R04359,2025-01-09,29.0,Ventas,10,Todo correcto
R04360,2025-01-04,30.0,Atención,7,
R04361,2025-01-03,45.0,Ventas,9,Todo correcto
R04362,2025-01-17,18.0,Soporte,3,
R04363,2025-01-02,23.0,Ventas,6,Demora
R04364,2025-01-24,25.0,Postventa,9,Todo correcto
R04365,2025-01-01,21.0,Atención,9,Amables
R04366,2025-01-08,22.0,Atención,4,Poco claro
R04367,2025-01-13,,Atención,8,Amables
R04368,2025-01-23,39.0,Soporte,8,Rápido
R04369,2025-01-15,45.0,Atención,7,
R04370,2025-01-08,56.0,Soporte,6,
R04371,2025-01-12,40.0,Ventas,3,Regular
R04372,2025-01-22,21.0,Soporte,4,Demora
R04373,2025-01-12,21.0,Atención,9,Todo correcto
R04374,2025-01-14,64.0,Atención,10,Amables
R04375,2025-01-15,38.0,Atención,7,Demora
R04376,2025-01-15,,Ventas,8,Excelente
R04377,2025-01-09,58.0,Atención,6,Mal servicio
R04378,2025-01-19,19.0,Postventa,1,
R04379,2025-01-26,24.0,Soporte,9,Excelente
R04380,2025-01-20,33.0,Soporte,3,
R04381,2025-01-29,34.0,Atención,3,
R04382,2025-01-22,37.0,Soporte,9,Amables
R04383,2025-01-08,40.0,Ventas,4,
R04384,2025-01-21,51.0,Postventa,8,Amables
R04385,2025-01-19,28.0,Atención,4,
R04386,2025-01-06,51.0,Ventas,2,Mal servicio
R04387,2025-01-20,50.0,Atención,5,
R04388,2025-01-25,43.0,Soporte,3,Poco claro
R04389,2025-01-29,19.0,Soporte,4,
R04390,2025-01-19,40.0,Postventa,NS/NC,
R04391,2025-01-04,58.0,Atención,1,
R04392,2025-01-23,39.0,Atención,4,
R04393,2025-01-07,51.0,Soporte,9,Amables
R04394,2025-01-28,32.0,Ventas,7,
R04395,2025-01-28,27.0,Soporte,6,
R04396,2025-01-04,32.0,Atención,10,Excelente
R04397,2025-01-22,59.0,Postventa,9,Todo correcto
R04398,2025-01-12,46.0,Postventa,4,Poco claro
R04399,2025-01-13,40.0,Ventas,6,Mal servicio
R04400,2025-01-03,,Ventas,3,
R04401,2025-01-22,26.0,Ventas,3,Poco claro
R04402,2025-01-12,53.0,Atención,10,Excelente
R04403,2025-01-02,26.0,Atención,10,Excelente
R04404,2025-01-24,33.0,Soporte,8,Todo correcto
R04405,2025-01-02,53.0,Postventa,5,
R04406,2025-01-27,65.0,Ventas,8,Rápido
R04407,2025-01-23,50.0,Atención,9,Excelente
R04408,2025-01-09,48.0,Atención,2,
R04409,2025-01-01,23.0,Ventas,7,
R04410,2025-01-08,27.0,Soporte,2,Poco claro
R04411,2025-01-23,33.0,Atención,7,No resolvieron
R04412,2025-01-06,21.0,Soporte,3,
R04413,2025-01-06,39.0,Atención,8,Amables
R04414,2025-01-22,30.0,Postventa,4,Poco claro
R04415,2025-01-25,33.0,Ventas,9,Muy bien
R04416,2025-01-18,46.0,Postventa,4,
R04417,2025-01-17,23.0,Atención,2,Mal servicio
R04418,2025-01-29,43.0,Ventas,4,
R04419,2025-01-12,28.0,Soporte,NS/NC,
R04420,2025-01-06,41.0,Atención,NS/NC,
R04421,2025-01-26,46.0,Soporte,3,
R04422,2025-01-27,20.0,Postventa,9,Rápido
R04423,2025-01-08,27.0,Ventas,9,Amables
R04424,2025-01-19,18.0,Soporte,10,Muy bien
R04425,2025-01-28,60.0,Postventa,3,Mal servicio
R04426,2025-01-10,43.0,Atención,8,Muy bien
R04427,2025-01-01,29.0,Ventas,6,Demora
R04428,2025-01-25,31.0,Ventas,6,Regular
R04429,2025-01-29,42.0,Ventas,2,
R04430,2025-01-13,25.0,Ventas,8,Muy bien
R04431,2025-01-17,60.0,Atención,7,Regular
R04432,2025-01-03,21.0,Postventa,2,
R04433,2025-01-08,45.0,Atención,4,
R04434,2025-01-14,24.0,Soporte,NS/NC,
R04435,2025-01-03,27.0,Atención,9,Todo correcto
R04436,2025-01-16,53.0,Atención,10,Amables
R04437,2025-01-13,19.0,Soporte,2,
R04438,2025-01-20,43.0,Ventas,7,Regular
R04439,2025-01-24,31.0,Soporte,5,
R04440,2025-01-17,33.0,Atención,2,No resolvieron
R04441,2025-01-13,,Soporte,10,Muy bien
R04442,2025-01-29,59.0,Ventas,3,Poco claro
R04443,2025-01-06,34.0,Atención,5,Regular
R04444,2025-01-17,63.0,Ventas,10,Muy bien
R04445,2025-01-14,39.0,Atención,1,
R04446,2025-01-17,21.0,Soporte,7,Poco claro
R04447,2025-01-30,36.0,Soporte,1,
R04448,2025-01-08,19.0,Ventas,6,Demora
R04449,2025-01-11,56.0,Atención,6,
R04450,2025-01-20,26.0,Soporte,1,
R04451,2025-01-28,36.0,Soporte,7,Regular
R04452,2025-01-01,33.0,Soporte,8,Excelente
R04453,2025-01-26,42.0,Soporte,3,Poco claro
R04454,2025-01-07,65.0,Atención,10,Rápido
R04455,2025-01-21,35.0,Ventas,1,Demora
R04456,2025-01-21,40.0,Ventas,2,
R04457,2025-01-17,38.0,Atención,1,
R04458,2025-01-30,28.0,Atención,9,Muy bien
R04459,2025-01-10,56.0,Ventas,4,Demora
R04460,2025-01-11,58.0,Ventas,7,
R04461,2025-01-22,21.0,Ventas,5,
R04462,2025-01-30,42.0,Ventas,9,Todo correcto
R04463,2025-01-09,49.0,Soporte,9,Rápido
R04464,2025-01-09,47.0,Soporte,6,
R04465,2025-01-24,62.0,Atención,5,
R04466,2025-01-05,43.0,Atención,10,Todo correcto
R04467,2025-01-17,53.0,Postventa,1,
R04468,2025-01-09,51.0,Postventa,4,Poco claro
R04469,2025-01-17,26.0,Ventas,5,
R04470,2025-01-24,29.0,Atención,9,Todo correcto
R04471,2025-01-21,19.0,Soporte,2,
R04472,2025-01-19,55.0,Ventas,2,No resolvieron
R04473,2025-01-27,22.0,Soporte,3,Demora
R04474,2025-01-07,22.0,Ventas,3,
R04475,2025-01-23,39.0,Atención,7,
R04476,2025-01-09,22.0,Atención,1,Poco claro
R04477,2025-01-07,-86.0,Ventas,2,Regular
R04478,2025-01-13,26.0,Postventa,1,
R04479,2025-01-11,46.0,Ventas,9,Todo correcto
R04480,2025-01-14,39.0,Ventas,10,Excelente
R04481,2025-01-19,44.0,Atención,9,Rápido
R04482,2025-01-11,27.0,Soporte,3,
R04483,2025-01-13,33.0,Atención,3,
R04484,2025-01-31,59.0,Soporte,1,Demora
R04485,2025-01-14,59.0,Soporte,5,Demora
R04486,2025-01-13,27.0,Soporte,3,
R04487,2025-01-01,23.0,Postventa,2,Mal servicio
R04488,2025-01-08,,Soporte,3,
R04489,2025-01-12,23.0,Atención,8,Rápido
R04490,2025-01-19,64.0,Atención,8,Rápido
R04491,2025-01-12,42.0,Atención,1,Demora
R04492,2025-01-08,21.0,Soporte,2,
R04493,2025-01-08,57.0,Ventas,1,
R04494,2025-01-29,65.0,Soporte,8,Muy bien
R04495,2025-01-21,49.0,Ventas,1,
R04496,2025-01-13,52.0,Atención,6,Mal servicio
R04497,2025-01-12,27.0,Soporte,10,Rápido
R04498,2025-01-29,51.0,Ventas,8,Muy bien
R04499,2025-01-16,53.0,Atención,8,Amables
R04500,2025-01-01,23.0,Soporte,7,Poco claro
R04501,2025-01-13,60.0,Soporte,8,Excelente
R04502,2025-01-26,,Atención,8,Rápido
R04503,2025-01-07,33.0,Ventas,NS/NC,
R04504,2025-01-28,,Atención,3,
R04505,2025-01-26,51.0,Atención,2,
R04506,2025-01-05,42.0,Atención,4,
R04507,2025-01-08,48.0,Soporte,NS/NC,
R04508,2025-01-25,58.0,Atención,2,
R04509,2025-01-27,34.0,Soporte,8,Amables
R04510,2025-01-14,64.0,Atención,8,Amables
R04511,2025-01-23,47.0,Atención,4,
R04512,2025-01-30,56.0,Atención,5,Regular
R04513,2025-01-13,48.0,Atención,5,
R04514,2025-01-15,36.0,Ventas,5,Poco claro
R04515,2025-01-23,,Soporte,9,Rápido
R04516,2025-01-17,46.0,Atención,9,Excelente
R04517,2025-01-15,18.0,Atención,4,
R04518,2025-01-20,21.0,Postventa,1,
R04519,2025-01-18,45.0,Ventas,8,Excelente
R04520,2025-01-18,35.0,Ventas,1,Regular
R04521,2025-01-02,43.0,Atención,7,No resolvieron
R04522,2025-01-04,57.0,Atención,4,Poco claro
R04523,2025-01-30,36.0,Ventas,1,Regular
R04524,2025-01-01,23.0,Atención,4,Mal servicio
R04525,2025-01-31,18.0,Soporte,7,
R04526,2025-01-04,,Atención,8,Amables
R04527,2025-01-18,50.0,Atención,2,Regular
R04528,2025-01-05,60.0,Atención,9,Amables
R04529,2025-01-19,38.0,Soporte,5,
R04530,2025-01-15,41.0,Ventas,8,Todo correcto
R04531,2025-01-28,42.0,Atención,2,
R04532,2025-01-08,64.0,Atención,2,Poco claro
R04533,2025-01-20,60.0,Ventas,4,
R04534,2025-01-17,,Soporte,4,
R04535,2025-01-01,46.0,Ventas,3,No resolvieron
R04536,2025-01-12,27.0,Ventas,5,No resolvieron
R04537,2025-01-26,29.0,Atención,2,
R04538,2025-01-19,50.0,Soporte,1,Poco claro
R04539,2025-01-15,24.0,Ventas,NS/NC,
R04540,2025-01-09,34.0,Soporte,6,Mal servicio
R04541,2025-01-07,27.0,Atención,6,
R04542,2025-01-02,48.0,Atención,2,
R04543,2025-01-31,23.0,Ventas,6,No resolvieron
R04544,2025-01-29,34.0,Postventa,NS/NC,
R04545,2025-01-09,54.0,Soporte,10,Muy bien
R04546,2025-01-10,35.0,Atención,NS/NC,
R04547,2025-01-02,,Soporte,1,Demora
R04548,2025-01-19,33.0,Atención,2,
R04549,2025-01-11,25.0,Atención,4,
R04550,2025-01-13,41.0,Soporte,8,Excelente
R04551,2025-01-10,30.0,Ventas,3,Poco claro
R04552,2025-01-14,46.0,Atención,5,Regular
R04553,2025-01-18,49.0,Postventa,3,No resolvieron
R04554,2025-01-19,41.0,Atención,8,Rápido
R04555,2025-01-22,,Soporte,4,Demora
R04556,2025-01-09,28.0,Ventas,8,Todo correcto
R04557,2025-01-25,49.0,Atención,8,Excelente
R04558,2025-01-07,23.0,Atención,9,Excelente
R04559,2025-01-28,52.0,Atención,2,
R04560,2025-01-03,50.0,Postventa,10,Muy bien
R04561,2025-01-20,,Soporte,7,
R04562,2025-01-06,54.0,Atención,10,Excelente
R04563,2025-01-27,30.0,Ventas,1,
R04564,2025-01-21,27.0,Soporte,4,Poco claro
R04565,2025-01-02,54.0,Atención,4,Poco claro
R04566,2025-01-29,43.0,Soporte,4,
R04567,2025-01-06,63.0,Soporte,7,Demora
R04568,2025-01-03,34.0,Atención,5,
R04569,2025-01-16,18.0,Soporte,5,Regular
R04570,2025-01-30,42.0,Atención,3,
R04571,2025-01-08,51.0,Ventas,10,Excelente
R04572,2025-01-02,56.0,Atención,5,
R04573,2025-01-17,27.0,Atención,5,
R04574,2025-01-09,37.0,Postventa,8,Rápido
R04575,2025-01-30,24.0,Soporte,2,
R04576,2025-01-12,33.0,Atención,8,Rápido
R04577,2025-01-03,54.0,Ventas,4,Demora
R04578,2025-01-11,46.0,Ventas,9,Rápido
R04579,2025-01-01,29.0,Atención,8,Excelente
R04580,2025-01-23,34.0,Ventas,5,No resolvieron
R04581,2025-01-13,65.0,Soporte,5,
R04582,2025-01-15,37.0,Ventas,9,Rápido
R04583,2025-01-26,43.0,Ventas,5,
R04584,2025-01-05,65.0,Ventas,9,Rápido
R04585,2025-01-21,36.0,Postventa,6,Demora
R04586,2025-01-30,64.0,Ventas,1,Mal servicio
R04587,2025-01-17,,Atención,8,Todo correcto
R04588,2025-01-31,38.0,Postventa,1,Regular
R04589,2025-01-31,59.0,Soporte,2,Poco claro
R04590,2025-01-25,51.0,Ventas,6,
R04591,2025-01-23,24.0,Ventas,5,Demora
R04592,2025-01-24,62.0,Soporte,2,
R04593,2025-01-25,52.0,Atención,6,
R04594,2025-01-06,32.0,Postventa,7,Demora
R04595,2025-01-28,18.0,Atención,3,No resolvieron
R04596,2025-01-21,43.0,Atención,8,Amables
R04597,2025-01-22,52.0,Soporte,NS/NC,
R04598,2025-01-11,42.0,Atención,10,Excelente
R04599,2025-01-18,59.0,Ventas,9,Amables
R04600,2025-01-04,32.0,Atención,7,Demora
R04601,2025-01-03,39.0,Postventa,3,
R04602,2025-01-13,23.0,Postventa,5,
R04603,2025-01-23,32.0,Soporte,9,Rápido
R04604,2025-01-09,41.0,Ventas,9,Muy bien
R04605,2025-01-21,38.0,Soporte,8,Rápido
R04606,2025-01-06,24.0,Soporte,8,Amables
R04607,2025-01-26,46.0,Soporte,9,Todo correcto
R04608,2025-01-30,49.0,Ventas,5,Regular
R04609,2025-01-28,49.0,Soporte,9,Amables
R04610,2025-01-12,22.0,Ventas,6,Demora
R04611,2025-01-02,21.0,Soporte,6,
R04612,2025-01-03,39.0,Atención,10,Excelente
R04613,2025-01-03,35.0,Atención,6,Regular
R04614,2025-01-28,52.0,Atención,7,Poco claro
R04615,2025-01-12,34.0,Ventas,9,Rápido
R04616,2025-01-15,41.0,Ventas,3,No resolvieron
R04617,2025-01-09,19.0,Ventas,6,Demora
R04618,2025-01-31,30.0,Ventas,10,Rápido
R04619,2025-01-23,32.0,Atención,5,
R04620,2025-01-08,22.0,Atención,4,
R04621,2025-01-11,20.0,Atención,8,Excelente
R04622,2025-01-16,54.0,Atención,3,
R04623,2025-01-26,54.0,Atención,2,
R04624,2025-01-27,54.0,Atención,4,Mal servicio
R04625,2025-01-25,20.0,Ventas,3,Demora
R04626,2025-01-22,52.0,Soporte,7,
R04627,2025-01-04,40.0,Atención,4,
R04628,2025-01-28,45.0,Soporte,12,Rápido
R04629,2025-01-01,47.0,Atención,9,Amables
R04630,2025-01-24,35.0,Soporte,5,
R04631,2025-01-07,53.0,Atención,3,
R04632,2025-01-02,50.0,Postventa,2,Demora
R04633,2025-01-24,43.0,Atención,6,
R04634,2025-01-28,65.0,Ventas,6,Mal servicio
R04635,2025-01-05,57.0,Ventas,1,Mal servicio
R04636,2025-01-07,34.0,Soporte,7,Poco claro
R04637,2025-01-04,57.0,Postventa,5,Regular
R04638,2025-01-05,24.0,Atención,7,Poco claro
R04639,2025-01-24,25.0,Atención,4,
R04640,2025-01-01,48.0,Atención,5,Regular
R04641,2025-01-01,29.0,Ventas,7,
R04642,2025-01-15,65.0,Atención,6,No resolvieron
R04643,2025-01-20,48.0,Atención,1,Demora
R04644,2025-01-19,61.0,Soporte,1,Mal servicio
R04645,2025-01-29,36.0,Ventas,2,
R04646,2025-01-10,27.0,Atención,12,Todo correcto
R04647,2025-01-28,56.0,Soporte,1,Poco claro
R04648,2025-01-18,29.0,Atención,10,Muy bien
R04649,2025-01-28,37.0,Atención,2,
R04650,2025-01-03,54.0,Ventas,2,Demora
R04651,2025-01-11,65.0,Soporte,7,Mal servicio
R04652,2025-01-15,58.0,Ventas,6,Demora
R04653,2025-01-31,24.0,Ventas,9,Amables
R04654,2025-01-27,31.0,Atención,10,Todo correcto
R04655,2025-01-30,28.0,Soporte,5,Mal servicio
R04656,2025-01-11,24.0,Postventa,3,Demora
R04657,2025-01-17,46.0,Atención,1,
R04658,2025-01-17,27.0,Soporte,1,
R04659,2025-01-06,46.0,Ventas,2,Poco claro
R04660,2025-01-05,,Atención,3,Poco claro
R04661,2025-01-08,53.0,Ventas,10,Excelente
R04662,2025-01-02,65.0,Ventas,10,Excelente
R04663,2025-01-16,27.0,Soporte,5,Poco claro
R04664,2025-01-20,36.0,Atención,7,
R04665,2025-01-24,48.0,Postventa,4,Mal servicio
R04666,2025-01-12,34.0,Atención,10,Amables
R04667,2025-01-06,26.0,Soporte,6,Regular
R04668,2025-01-01,62.0,Ventas,6,Poco claro
R04669,2025-01-31,,Atención,2,
R04670,2025-01-04,51.0,Postventa,6,Mal servicio
R04671,2025-01-17,62.0,Soporte,5,
R04672,2025-01-13,41.0,Soporte,6,
R04673,2025-01-18,26.0,Soporte,4,Demora
R04674,2025-01-05,24.0,Ventas,1,Regular
R04675,2025-01-30,33.0,Postventa,9,Muy bien
R04676,2025-01-24,36.0,Soporte,3,
R04677,2025-01-24,56.0,Soporte,12,Todo correcto
R04678,2025-01-27,23.0,Atención,4,Mal servicio
R04679,2025-01-03,28.0,Soporte,7,
R04680,2025-01-11,29.0,Atención,4,Demora
R04681,2025-01-13,59.0,Ventas,4,
R04682,2025-01-04,30.0,Postventa,9,Todo correcto
R04683,2025-01-26,29.0,Ventas,6,Mal servicio
R04684,2025-01-27,38.0,Soporte,9,Excelente
R04685,2025-01-14,27.0,Ventas,2,
R04686,2025-01-22,37.0,Ventas,7,Demora
R04687,2025-01-11,53.0,Soporte,7,Demora
R04688,2025-01-27,45.0,Postventa,8,Todo correcto
R04689,2025-01-10,41.0,Atención,10,Rápido
R04690,2025-01-19,22.0,Atención,9,Amables
R04691,2025-01-18,54.0,Atención,8,Amables
R04692,2025-01-06,29.0,Atención,2,
R04693,2025-01-27,52.0,Soporte,3,No resolvieron
R04694,2025-01-29,57.0,Postventa,2,
R04695,2025-01-15,19.0,Ventas,1,Mal servicio
R04696,2025-01-21,58.0,Ventas,7,
R04697,2025-01-30,62.0,Soporte,8,Excelente
R04698,2025-01-10,56.0,Soporte,5,
R04699,2025-01-05,59.0,Atención,10,Amables
R04700,2025-01-26,26.0,Soporte,9,Todo correcto
R04701,2025-01-29,39.0,Ventas,4,
R04702,2025-01-05,64.0,Soporte,1,
